身份键(院校专业组代码+专业代码),科类,批次,院校,专业组,专业代码,专业全称,25最低分,25最低位次,Excel行号
113604+17,物理,普通批,南京工业职业技术大学,南京工业职业技术大学04,17,新能源发电工程技术(以下专业在校本部学习),535,112294,2287
113604+18,物理,普通批,南京工业职业技术大学,南京工业职业技术大学04,18,电气工程及自动化(以下专业在校本部学习),560,78397,2288
113604+19,物理,普通批,南京工业职业技术大学,南京工业职业技术大学04,19,智能电网工程技术(以下专业在校本部学习),536,110915,2289
113604+20,物理,普通批,南京工业职业技术大学,南京工业职业技术大学04,20,机器人技术(以下专业在校本部学习),,,2290
113604+21,物理,普通批,南京工业职业技术大学,南京工业职业技术大学04,21,现代通信工程(以下专业在校本部学习),530,119386,2291
113604+22,物理,普通批,南京工业职业技术大学,南京工业职业技术大学04,22,物联网工程技术(以下专业在校本部学习),539,106681,2292
113604+23,物理,普通批,南京工业职业技术大学,南京工业职业技术大学04,23,电子信息工程技术(以下专业在校本部学习),549,92972,2293
113604+24,物理,普通批,南京工业职业技术大学,南京工业职业技术大学04,24,集成电路工程技术(以下专业在校本部学习),537,109485,2294
113604+25,物理,普通批,南京工业职业技术大学,南京工业职业技术大学04,25,光电信息工程技术(以下专业在校本部学习),530,119386,2295
113604+26,物理,普通批,南京工业职业技术大学,南京工业职业技术大学04,26,飞行器维修工程技术(以下专业在校本部学习),532,116555,2296
113604+27,物理,普通批,南京工业职业技术大学,南京工业职业技术大学04,27,航空智能制造技术(以下专业在校本部学习),531,117993,2297
113604+28,物理,普通批,南京工业职业技术大学,南京工业职业技术大学04,28,航空动力装置维修技术(以下专业在校本部学习),530,119386,2298
113604+29,物理,普通批,南京工业职业技术大学,南京工业职业技术大学04,29,无人机系统应用技术(以下专业在校本部学习),533,115116,2299
113604+30,物理,普通批,南京工业职业技术大学,南京工业职业技术大学04,30,通用航空航务技术(以下专业在校本部学习),530,119386,2300
113604+31,物理,普通批,南京工业职业技术大学,南京工业职业技术大学04,31,汽车服务工程技术(以下专业在校本部学习),530,119386,2301
113604+32,物理,普通批,南京工业职业技术大学,南京工业职业技术大学04,32,城市轨道交通设备与控制技术(以下专业在校本部学习),539,106681,2302
113604+33,物理,普通批,南京工业职业技术大学,南京工业职业技术大学04,33,新能源汽车工程技术(以下专业在校本部学习),534,113740,2303
113604+34,物理,普通批,南京工业职业技术大学,南京工业职业技术大学04,34,城市轨道交通信号与控制技术(以下专业在校本部学习),532,116555,2304
113604+35,物理,普通批,南京工业职业技术大学,南京工业职业技术大学04,35,网络工程技术(以下专业在校本部学习),531,117993,2305
113604+36,物理,普通批,南京工业职业技术大学,南京工业职业技术大学04,36,工业互联网技术(以下专业在校本部学习),533,115116,2306
113604+37,物理,普通批,南京工业职业技术大学,南京工业职业技术大学04,37,智能体工程技术(以下专业在校本部学习),,,2307
113604+38,物理,普通批,南京工业职业技术大学,南京工业职业技术大学04,38,建设工程管理(以下专业在校本部学习),531,117993,2308
113604+39,物理,普通批,南京工业职业技术大学,南京工业职业技术大学04,39,物流工程技术(以下专业在校本部学习),,,2309
113604+40,物理,普通批,南京工业职业技术大学,南京工业职业技术大学04,40,工业设计(以下专业在校本部学习),530,119386,2310
113605+41,物理,普通批,南京工业职业技术大学,南京工业职业技术大学05,41,"机械设计制造及自动化(与徐州工业职业技术学院联合培养项目,在徐州工业职业技术学院学习)(以下专业为高职院校与本科院校联合培养项目,在联合培养高职院校学习,毕业后颁发南京工业职业技术大学本科文凭)(联合培养项目)",526,125022,2311
113606+42,物理,普通批,南京工业职业技术大学,南京工业职业技术大学06,42,"机械电子工程技术(以下专业与英国伦敦南岸大学合作办学,四年均在南京工业职业技术大学校本部学习)(中外合作办学)",491,173224,2312
113606+43,物理,普通批,南京工业职业技术大学,南京工业职业技术大学06,43,"自动化技术与应用(以下专业与英国伦敦南岸大学合作办学,四年均在南京工业职业技术大学校本部学习)(中外合作办学)",489,175733,2313
113606+44,物理,普通批,南京工业职业技术大学,南京工业职业技术大学06,44,"新能源汽车工程技术(以下专业与英国伦敦南岸大学合作办学,四年均在南京工业职业技术大学校本部学习)(中外合作办学)",484,182031,2314
120101+01,历史,普通批,江南大学,江南大学01,01,金融学(以下专业在蠡湖校区学习),602,5102,2315
120101+02,历史,普通批,江南大学,江南大学01,02,工商管理(以下专业在蠡湖校区学习),601,5301,2316
120101+03,历史,普通批,江南大学,江南大学01,03,会计学(以下专业在蠡湖校区学习),605,4463,2317
120102+04,历史,普通批,江南大学,江南大学02,04,汉语言文学(以下专业在蠡湖校区学习),606,4270,2318
120103+05,历史,普通批,江南大学,江南大学03,05,英语(只招英语考生)(以下专业在蠡湖校区学习),599,5797,2319
120103+06,历史,普通批,江南大学,江南大学03,06,日语(只招英语考生)(以下专业在蠡湖校区学习),599,5797,2320
120104+07,历史,普通批,江南大学,江南大学04,07,法学(以下专业在蠡湖校区学习),611,3432,2321
120105+08,历史,普通批,江南大学,江南大学05,08,社会工作(以下专业在蠡湖校区学习),600,5559,2322
120106+09,历史,普通批,江南大学,江南大学06,09,思想政治教育(以下专业在蠡湖校区学习),605,4463,2323
120107+10,历史,普通批,江南大学,江南大学07,10,"工商管理(第四学年赴澳大利亚莫纳什大学学习,国外学习阶段学费按协议执行)(以下专业在蠡湖校区学习)(中外合作办学)",590,8107,2324
120108+11,物理,提前批,江南大学,江南大学08,11,纺织工程(以下专业在蠡湖校区学习)(高校专项计划),602,32191,2325
120108+12,物理,提前批,江南大学,江南大学08,12,轻化工程(以下专业在蠡湖校区学习)(高校专项计划),603,31363,2326
120108+13,物理,提前批,江南大学,江南大学08,13,包装工程(以下专业在蠡湖校区学习)(高校专项计划),602,32191,2327
120108+14,物理,提前批,江南大学,江南大学08,14,机械工程(以下专业在蠡湖校区学习)(高校专项计划),611,24770,2328
120109+15,物理,提前批,江南大学,江南大学09,15,护理学(以下专业在蠡湖校区学习)(高校专项计划),592,41600,2329
120110+16,物理,普通批,江南大学,江南大学10,16,食品科学与工程(筑基领军班)(以下专业在蠡湖校区学习),,,2330
120110+17,物理,普通批,江南大学,江南大学10,17,生物工程(筑基领军班)(以下专业在蠡湖校区学习),,,2331
120110+18,物理,普通批,江南大学,江南大学10,18,自动化(筑基领军班)(以下专业在蠡湖校区学习),,,2332
120110+19,物理,普通批,江南大学,江南大学10,19,计算机科学与技术(筑基领军班)(以下专业在蠡湖校区学习),634,10263,2333
120111+20,物理,普通批,江南大学,江南大学11,20,食品科学与工程(食品AI卓越创新班)(以下专业在蠡湖校区学习),637,8838,2334
120112+21,物理,普通批,江南大学,江南大学12,21,食品科学与工程(以下专业在蠡湖校区学习),625,15100,2335
120112+22,物理,普通批,江南大学,江南大学12,22,食品质量与安全(以下专业在蠡湖校区学习),622,17029,2336
120112+23,物理,普通批,江南大学,江南大学12,23,食品营养与健康(以下专业在蠡湖校区学习),621,17707,2337
120113+24,物理,普通批,江南大学,江南大学13,24,生物工程(国家生命科学与技术人才培养基地班)(以下专业在蠡湖校区学习),627,13916,2338
120114+25,物理,普通批,江南大学,江南大学14,25,生物技术(生物AI卓越创新班)(以下专业在蠡湖校区学习),626,14488,2339
120115+26,物理,普通批,江南大学,江南大学15,26,生物技术(以下专业在蠡湖校区学习),616,21044,2340
120115+27,物理,普通批,江南大学,江南大学15,27,生物工程(以下专业在蠡湖校区学习),618,19675,2341
120115+28,物理,普通批,江南大学,江南大学15,28,酿酒工程(以下专业在蠡湖校区学习),615,21736,2342
120115+29,物理,普通批,江南大学,江南大学15,29,合成生物学(以下专业在蠡湖校区学习),615,21736,2343
120116+30,物理,普通批,江南大学,江南大学16,30,纺织工程(先进纺织卓越创新班)(以下专业在蠡湖校区学习),615,21736,2344
120116+31,物理,普通批,江南大学,江南大学16,31,纺织工程(以下专业在蠡湖校区学习),612,23948,2345
120117+32,物理,普通批,江南大学,江南大学17,32,轻化工程(以下专业在蠡湖校区学习),615,21736,2346
120118+33,物理,普通批,江南大学,江南大学18,33,化学工程与工艺(以下专业在蠡湖校区学习),616,21044,2347
120118+34,物理,普通批,江南大学,江南大学18,34,高分子材料与工程(以下专业在蠡湖校区学习),616,21044,2348
120118+35,物理,普通批,江南大学,江南大学18,35,应用化学(以下专业在蠡湖校区学习),616,21044,2349
120119+36,物理,普通批,江南大学,江南大学19,36,自动化(数字智能卓越创新班)(以下专业在蠡湖校区学习),630,12321,2350
120119+37,物理,普通批,江南大学,江南大学19,37,自动化(以下专业在蠡湖校区学习),626,14488,2351
