院校,科类,批次,专业组,专业代码,专业名称,专业类,26计划,25分,25位次,风险类型
"东北大学","物理","本科批","东北大学05","28","生物医学工程(该专业部分课程采用英文教材和英语授课)(以下专业在校本部学习)","生物医学工程类","3","","","刺客专业"
"辽宁大学","历史","本科批","辽宁大学01","06","德语(以下专业在蒲河校区学习)","外国语言文学类","2","588","8708","刺客专业"
"辽宁大学","物理","本科批","辽宁大学11","20","化学类(化学、应用化学)(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业在崇山校区学习)","化学类","2","602","32191","刺客专业"
"沈阳农业大学","物理","本科批","沈阳农业大学01","04","生物科学","生物科学类","2","530","119386","刺客专业"
"沈阳化工大学","物理","本科批","沈阳化工大学03","31","安全工程(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)","安全科学与工程类","4","524","127837","刺客专业"
"沈阳工业大学","历史","本科批","沈阳工业大学01","01","建筑学","建筑类","4","549","23720","刺客专业"
"沈阳工业大学","历史","本科批","沈阳工业大学01","02","英语","外国语言文学类","2","549","23720","刺客专业"
"沈阳理工大学","物理","本科批","沈阳理工大学04","07","应用化学(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业在主校区学习)","化学类","1","564","73285","刺客专业"
"沈阳理工大学","物理","本科批","沈阳理工大学04","27","安全工程(以下专业在主校区学习)","安全科学与工程类","1","561","77094","刺客专业"
"沈阳航空航天大学","物理","本科批","沈阳航空航天大学01","06","安全工程","安全科学与工程类","1","575","59906","刺客专业"
"沈阳航空航天大学","物理","本科批","沈阳航空航天大学01","07","消防工程","公安技术类","1","574","61030","刺客专业"
"沈阳航空航天大学","物理","本科批","沈阳航空航天大学01","13","能源与环境系统工程","能源动力类","4","577","57592","刺客专业"
"辽宁工业大学","物理","本科批","辽宁工业大学01","03","交通运输","交通运输类","2","530","119386","刺客专业"
"沈阳师范大学","物理","本科批","沈阳师范大学05","08","环境生态工程","环境科学与工程类","5","508","150365","刺客专业"
"沈阳师范大学","物理","本科批","沈阳师范大学05","11","古生物学","地质学类","4","513","143441","刺客专业"
"沈阳大学","物理","本科批","沈阳大学04","14","生物科学(师范)(以下专业在望花/联合路校区学习)","生物科学类","2","","","刺客专业"
"大连海事大学","历史","本科批","大连海事大学02","04","海事管理(该专业外语课程主要采用英语授课)(以下专业在校本部学习)","公共管理类","3","608","3922","刺客专业"
"大连海事大学","物理","本科批","大连海事大学06","17","英语(只招英语考生)(口)(以下专业在校本部学习)","外国语言文学类","4","594","39621","刺客专业"
"大连海事大学","物理","本科批","大连海事大学06","18","交通管理(以下专业在校本部学习)","公共管理类","4","602","32191","刺客专业"
"大连海事大学","物理","本科批","大连海事大学08","22","船舶与海洋工程(该专业组与英国思克莱德大学合作,非英语语种考生慎重报考。以下专业在校本部学习)(中外合作办学)","海洋工程类","5","","","刺客专业"
"大连海事大学","物理","本科批","大连海事大学09","29","轮机工程(陆上专业)(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业在校本部学习)","交通运输类","3","","","刺客专业"
"大连海洋大学","物理","本科批","大连海洋大学01","01","船舶与海洋工程(以下专业除注明外在黑石礁校区学习)","海洋工程类","2","537","109485","刺客专业"
"大连海洋大学","物理","本科批","大连海洋大学01","04","生物育种技术(以下专业除注明外在黑石礁校区学习)","植物生产类","2","532","116555","刺客专业"
"大连交通大学","物理","本科批","大连交通大学04","12","交通运输(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业在旅顺口校区学习)","交通运输类","3","583","50892","刺客专业"
"大连交通大学","物理","本科批","大连交通大学04","13","交通工程(以下专业在旅顺口校区学习)","交通运输类","2","576","58765","刺客专业"
"大连交通大学","物理","本科批","大连交通大学04","16","安全工程(以下专业在旅顺口校区学习)","安全科学与工程类","2","558","81014","刺客专业"
"辽宁工程技术大学","物理","本科批","辽宁工程技术大学01","01","测绘工程(阜新校区玉龙校园)","测绘类","2","536","110915","刺客专业"
"大连理工大学(盘锦校区)","物理","本科批","大连理工大学(盘锦校区)04","13","生物医学工程(报考该专业有色觉要求,具体请查阅院校招生章程)(与澳大利亚昆士兰科技大学合作,部分课程采用英语授课)(中外合作办学)","生物医学工程类","8","","","刺客专业"
"辽宁石油化工大学","物理","本科批","辽宁石油化工大学01","05","海洋油气工程(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程。以下专业在校本部学习)","矿业类","2","","","刺客专业"
"辽宁石油化工大学","物理","本科批","辽宁石油化工大学01","07","油气储运工程(卓越计划班)(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程。以下专业在校本部学习)","矿业类","1","553","87529","刺客专业"
"吉林农业大学","物理","本科批","吉林农业大学02","02","应用化学(以下专业在净月校区学习)","化学类","3","521","132083","刺客专业"
"吉林农业大学","物理","本科批","吉林农业大学02","03","农业资源与环境(以下专业在净月校区学习)","自然保护与环境生态类","2","","","刺客专业"
"吉林农业大学","物理","本科批","吉林农业大学02","04","水土保持与荒漠化防治(以下专业在净月校区学习)","自然保护与环境生态类","2","","","刺客专业"
"吉林农业大学","物理","本科批","吉林农业大学02","05","环境科学(以下专业在净月校区学习)","环境科学与工程类","2","","","刺客专业"
"吉林农业大学","物理","本科批","吉林农业大学02","07","农药化肥(以下专业在净月校区学习)","植物生产类","2","517","137743","刺客专业"
"吉林农业大学","物理","本科批","吉林农业大学02","08","食品科学与工程(以下专业在净月校区学习)","食品科学与工程类","2","","","刺客专业"
"吉林农业大学","物理","本科批","吉林农业大学02","09","粮食工程(以下专业在净月校区学习)","食品科学与工程类","4","","","刺客专业"
"吉林农业大学","物理","本科批","吉林农业大学02","10","酿酒工程(以下专业在净月校区学习)","食品科学与工程类","2","","","刺客专业"
"长春理工大学","物理","本科批","长春理工大学04","32","应用化学(以下专业在春明湖校区学习)","化学类","2","566","70815","刺客专业"
"长春工程学院","物理","本科批","长春工程学院06","17","测绘工程(湖东校区)(以下专业除注明外在湖西校区学习)","测绘类","2","506","153113","刺客专业"
"长春工程学院","物理","本科批","长春工程学院06","21","安全工程(湖东校区)(以下专业除注明外在湖西校区学习)","安全科学与工程类","2","510","147537","刺客专业"
"吉林建筑大学","物理","本科批","吉林建筑大学05","17","勘查技术与工程(以下专业在净月校区学习)","地质类","2","501","159920","刺客专业"
"吉林建筑大学","物理","本科批","吉林建筑大学05","19","安全工程(以下专业在净月校区学习)","安全科学与工程类","2","507","151738","刺客专业"
"吉林建筑大学","物理","本科批","吉林建筑大学05","20","消防工程(以下专业在净月校区学习)","公安技术类","2","516","139204","刺客专业"
"吉林建筑大学","物理","本科批","吉林建筑大学05","22","遥感科学与技术(以下专业在净月校区学习)","测绘类","2","504","155896","刺客专业"
